Estudiante,Región,Nivel,Grado,Institución Educativa,Ambito,Sexo,R Producción de textos,Año,ANALISIS,PADD-R,ID IE,ID2,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Año.1,#
25,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,20104,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
26,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,20104,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
27,48. Piura,Primaria,6 Primaria,20104,Rural,Masculino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,20104,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
28,48. Piura,Primaria,6 Primaria,20104,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,20104,201046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
29,48. Piura,Primaria,6 Primaria,14975,Rural,Masculino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,14975,149756 Primaria,,,,,,,,,,,,,,,,,,,,,,,
30,48. Piura,Primaria,6 Primaria,14975,Rural,Masculino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,14975,149756 Primaria,,,,,,,,,,,,,,,,,,,,,,,
31,48. Piura,Primaria,6 Primaria,14975,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,14975,149756 Primaria,,,,,,,,,,,,,,,,,,,,,,,
32,48. Piura,Primaria,6 Primaria,14975,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,14975,149756 Primaria,,,,,,,,,,,,,,,,,,,,,,,
33,48. Piura,Primaria,6 Primaria,14975,Rural,Femenino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,14975,149756 Primaria,,,,,,,,,,,,,,,,,,,,,,,
34,48. Piura,Primaria,6 Primaria,15304,Rural,Masculino,Proceso,2024,2023 Y 2024,SOLO 2023,15304,153046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
35,48. Piura,Primaria,6 Primaria,15304,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,15304,153046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
36,48. Piura,Primaria,6 Primaria,15304,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,15304,153046 Primaria,,,,,,,,,,,,,,,,,,,,,,,
37,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Masculino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
38,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Masculino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
39,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Masculino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
40,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Masculino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
41,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Femenino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
42,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Femenino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
43,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Femenino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
44,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Femenino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
45,48. Piura,Primaria,6 Primaria,SAGRADO CORAZON DE JESUS,Rural,Femenino,Inicio,2024,2023 Y 2024,NO PARTICIPÓ,SAGRADO CORAZON DE JESUS,SAGRADO CORAZON DE JESUS6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
46,48. Piura,Primaria,6 Primaria,20123,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2023,20123,201236 Primaria,,,,,,,,,,,,,,,,,,,,,,,
47,48. Piura,Primaria,6 Primaria,20123,Rural,Masculino,Proceso,2024,SOLO 2024,SOLO 2023,20123,201236 Primaria,,,,,,,,,,,,,,,,,,,,,,,
48,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
49,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
50,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
51,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Proceso,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
52,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
53,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
54,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
55,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Proceso,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
56,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
57,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
58,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Satisfactorio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
59,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
60,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
61,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
62,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
63,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
64,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Satisfactorio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
65,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
66,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
67,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Proceso,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
68,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
69,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
70,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
71,48. Piura,Primaria,6 Primaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
72,48. Piura,Primaria,6 Primaria,15219,Rural,Femenino,Proceso,2024,2023 Y 2024,SOLO 2023,15219,152196 Primaria,,,,,,,,,,,,,,,,,,,,,,,
73,48. Piura,Primaria,6 Primaria,14141,Rural,Masculino,Inicio,2024,2023 Y 2024,PADD 2023 Y 2024,14141,141416 Primaria,,,,,,,,,,,,,,,,,,,,,,,
74,48. Piura,Primaria,6 Primaria,15478,Rural,Femenino,Proceso,2024,2023 Y 2024,PADD 2023 Y 2024,15478,154786 Primaria,,,,,,,,,,,,,,,,,,,,,,,
75,48. Piura,Primaria,6 Primaria,15478,Rural,Femenino,Proceso,2024,2023 Y 2024,PADD 2023 Y 2024,15478,154786 Primaria,,,,,,,,,,,,,,,,,,,,,,,
76,48. Piura,Primaria,6 Primaria,15220,Rural,Masculino,Satisfactorio,2024,2023 Y 2024,SOLO 2023,15220,152206 Primaria,,,,,,,,,,,,,,,,,,,,,,,
77,48. Piura,Primaria,6 Primaria,14045,Rural,Masculino,Proceso,2024,2023 Y 2024,SOLO 2023,14045,140456 Primaria,,,,,,,,,,,,,,,,,,,,,,,
78,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
79,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
80,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
81,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Proceso,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
82,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Masculino,Inicio,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
83,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
84,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
85,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
86,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Inicio,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
87,48. Piura,Primaria,6 Primaria,14145 SANTA JULIA BILLIART,Rural,Femenino,Proceso,2024,2023 Y 2024,SOLO 2023,14145 SANTA JULIA BILLIART,14145 SANTA JULIA BILLIART6 Primaria,,,,,,,,,,,,,,,,,,,,,,,
1,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
2,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
4,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
5,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
6,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
7,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
8,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
9,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
10,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
11,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
12,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
13,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
14,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
15,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
16,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
17,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
18,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
19,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
20,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
21,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
22,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
23,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
24,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
25,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
26,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
27,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
28,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
29,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
30,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
31,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
32,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
33,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
34,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
35,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
36,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
37,48. Piura,Secundaria,2 Secundaria,14144 SANTA ROSA,Rural,Femenino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA2 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
1,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
2,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
3,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
4,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
5,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
6,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
7,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
8,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
9,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
10,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
11,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Proceso,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
12,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
13,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
14,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
15,48. Piura,Secundaria,4 Secundaria,14144 SANTA ROSA,Rural,Masculino,Inicio,2024,SOLO 2024,SOLO 2023,14144 SANTA ROSA,14144 SANTA ROSA4 Secundaria,,,,,,,,,,,,,,,,,,,,,,,
